review,sentiment,dissatisfaction
"wag kayo mag order nito,sayang lang pera nyo,mahina na madali pa malowbat, at higit sa lahat ang singaw ng hangin nya mainit ang buga,sobrang bilis malowbat wala pa 5mins lowbat na",1,
seller paki ayos naman ng pagpapadala!! binabayaran naman to di ko hinihingi!di mo man lang nilagyan ng box..ayan pipe at basa na tpos ang dumi pa.,1,
"not worth it. ang hirap pa buksan sobrang tigas not worth the price. parang hindi naman uv. yung color black sa likod, kulay lang ng mismong payong hindi another layer of cloth kaya pag maaraw tagos parin ang init. tagal mag ship ng seller.",1,
sayang pera nd nkakashave,1,
ang pangiiiiiitttttttttttttttttttt. one day ko pa lang nagamit nasira agaaaaaaaaaaaaaad,1,
"bad 1st order namin dito, wag na kayo mag order dito scam yung item nila, tama ang bayad pero ang product hnde tama",1,
what the heck bakit ganto ang liit so disappointed for this store,1,
"remote is not functioning well. sinabi ko kay seller, sabi niya order daw ako ng facemask at bigyan niya ako ng replacement remote, so nag order ako at binigay ko order id no ng facemask. pagkatanggap ko ng facemask, walang kasamang remote. tsk!!!! super boooooo!!! scam!",1,
madaya hindi legit ung sinasabi na 10 pcs at 5 pcs tskk unsatisfied,1,
"wrong color!! i ordered dark blue/light blue tas binigay saken navy blue/maroon???kapag naman wala kayo nung color na gusto nung customer, magreply naman kayo sa chat. disappointing seller , not recommendable.",1,
wrong size and i think sinasadya ni seller na magbigay ng wrong size kasi binura nya yung size sa sandals though kita pa rin naman then yung plastic nilagyan lang ng size base sa order ng customer,1,
sobrang panget nung item nakakainis gamitin. may nabilan ako dati same price pero super goods quality kaso di ko ma makita yung shop kaya nag try ako sa iba super nakaka dismaya sayang pera may damage pa bukod sa oanget quality may damage pa,1,
"not working when i read the comments na encourage akong umorder kc puro good nman, but um so disappointed nung dumating sakin, 2 pa man din inorder ko, both not working, haisst i dnt want to go to the ofis para lng papalitan its s waste of time, super busy,",1,
not good hindi maganda tong diliver sakin sobrang nipis nanga kulang pa 48 pcs lang to,1,
kahit sira isinend nyo pa rin dapat wala kayong star hassle kc pag ireturn,1,
1 star kol lang par bagal dumating anong petsa na isang buwan sabe ko cancel na to diba wag kayo bumili dito scammer to,1,
okay lang yung quality niya. pero dapat po binalot ng mabuti ng seller. pagbukas ko kasi ng black ng plastic boom yun! panty na. hindi man lang nilagay ng plastic. the fact na undies siya. hay nako! hindi naman kayo siguro lugi sa paglagay sa plastic nu? mahirap ba yon?,1,
bra foams ay tiklop na kaya pangit tingnan kapag sinuot. i wish the seller is more careful w the packaging.hindi maayos yung pagka-package kaya siguro tupi na. might also be the carelessness of the courier but the fact that the items were just stashed to the j&t bag bothered me.,1,
"not worth it parang gamit na yung pinadala jusko wala manlang quality check before i ship ang dumi pa at puro gasgas buti nalang gumagana pero feeling ko hindi mag tatagal to, naka angat agad yung sa may charging port",1,
"narecieved ko na yung order ko and disappointed ako. plain black yung order pero white yung dumating. tho tama naman yung size. yung quality, understandable since naaayon lang din sa presyo. sana lang next time magmessage muna yung seller ng pic ng order para sa confirmation ng customer kung tama",1,
bad order ko black bt ganto pinadala nyoooo!!!!!,1,
so very disappointed! excited pa naman ako tas mali ung dumating. nakakalungkot lang. 2 liter inorder ko. tas 1 liter lang tong tumbler. sana kung ndi available. nagsabe kayo! gagamitin ko to sa anak ko paglagyan ng tubig nya para ndi ako panay kuha sa wilkins tapos ganito? hayst!!!!,1,
the product came damaged. i requested for refund and they were asking for a video then i asked them if san isesend since i cant send it sa chat box but no one answered til maexpire yung request for refund. what a waste.,1,
yung isa hindi nag chacharge wag kyo oorder dto bibigyan kyo ng sira ..,1,
walang signal ung phone nyo laging naka no service ung sim kahit may signal namn sa lugar namin tss.,1,
i felt a bit disappointed kasi hindi ganun kalakas suction nya. ilan balik bago makuha hair strands.,1,
reject po sira ayaw manlang sumindi,1,
"nag bigay po ako ng d magandang ratting kase ang inorder ko po ay size 34 ang pinadala size 36 size 34 ay malaki na saakin ano p kaya kung size 36 diba,, pero ok lng pang bahay lng nmn,,, pero na disappointed ako,,,",1,
pangit... mabilisa low bat. mahina ang volume etc..,1,
"walang dumating dyosko sa tinagal tagal ko na sa shopee nag oorder dito lang talga ako na dismaya ng grabi, nag order ako ng 6pcs na brief tapuz 6 pcs na boxer ang dumating 6 pcs na brief lang. wort of 404 imbis na maka tipid ako",1,
wrong item po tapos di man nalng magreply si seller ng sinabi kong mali. nagababayad ng tama pero mali binigay di man lang nag inform!! hays!!!,1,
hindi gumagana yung remote!!! ok na sana kasi di gumagana yung remoteeee!!! seller baka naman pwedeng ipalit tooo....well sainyo naman ang prob baka pwede nyong palitan ok naman sana kaso pano ko to papaganahin ng walang remote?? basta jusko nasa vid lahat nandun lahat watch nyo na lang!!!!,1,
"basag yung ringlight, deformed din yung stand.. pasensya lang natanggap ko sa seller,hnd pa responsive,tadtad na ng chat, hindi pa nagrereply kahit online naman.. kung hnd ko lang talaga kailangan,hnd ko 'to pagtyatyagaan..seller din ako alam ko ang good item sa hndi so please be responsible, tnx",1,
hindi maingat ung seller at delivery yupi ang carton ewan ko lng ung item sana wlang problema,1,
ordered 07/07 with expected delivery date of 07/14 but i received it 07/27. two weeks late! mas mabilis pa nareceive mga orders galing china. it came so late that i was no longer interested and excited to open it when i received it.,1,
"bat ganito kulay ,yellow order ko subra nman light 2 ,ayusin nyu nman",1,
7/10 2 order ko parehong di nagana mic amf,1,
mali ang size na pinadala. order ko dalawang xxl. ang pinadala isang xxl at isang xl. at hindi sumagot ng maayos si seller sa reklamo ko.,1,
hello! i ordered this 2days ago and dumating sya ngayon lng iba yung amoy nya sobrang baho anlayo sa totoong ariana grande cloud and nag leak sya ng malala so i rate this 1.,1,
maganda sana ang tunog. what will i do with this earphones? hindi pa nag 2weeks sira agad ung isa. ayaw nang gumana. nag order pa naman ako ulit ng isa. sayang lang. ganda pa naman sana...,1,
kadiri jusko sana sinabi nyu na ung tela at tahi ay napaka pangit. jusko mahhiya ang pagbibigyan nyu neto. mpapamura ka tlga eh. appearance=0 pag arrive at bnuksan ko ano to basahan? yung tahi kadiri pang basahan na tahi! ung pang lalake na brief okay naman sobrang nkaka frustrate lang,1,
"dear seller pakiusap lang ha, kung ano ung nasa description un dapat ipadala nyu wag nyu kmi pinagluluko malinaw naka lagay jan cotton ang tela, cotton ba yan? out of 3 orders ko 2 lang ung cotton? wag nyu po kami sinasamantala. nakka disappoint kau",1,
sa sobrang galing ng nag wrapped nasa labas na ung cp any silbi ng wrapper..napakakapal ng ng bubble wrap peo hnd safe ung cp dahil nawrap lang ng tamad ... dko na naisuli kasi napaka busy ko .nakakairita lang talaga .sa delivery naman satisfied at hnd naman sila ang may,1,
not good seller. hindi maganda pagka package nagka yupi yupi ang iten. nakaka disappoint,1,
di tama yong binigay mukhang mga retaso walang kwentang seller scammer,1,
not packed well. bukas na yung box,1,
"hindi ok 2times ko palang ginagamit , pero parang matatanggal na un nasa upper side..tas may hiwa pa..hindi na ako oorder ulet. nakakadisappoint sayang pera ko.",1,
"paano po ito gagamitin e walang switch , walang lalagyan ng battery i am so disappointed! hindi na talaga ako bibili sa shop na ito.",1,
"sira at luma yung battery na nakakabit sira yung isang pinadala. sira din ung battery n nakakabit, at may putol n wire.. inayos lng ng asawa ko. tagal pa reply ng seller para s refund.",1,
disappointed! madumi! kahit e brush mo ayaw matanggal dumi nya!! parang gamit na !!!,1,
"pangit, nag le leak hindi nag a absorb ang pangit!!!! sobrang nipis literal!! parang wala manlang laman sa sobrang kanipisan, at syempre mag le leak tlga sya ano pa ba ine expect e halos walang laman kaya walang mag aabsorb ng wiwi ni baby, sayang pera kakainis ka seller.. ",1,
wag wag na wag na kayong bibili dito madami pang ibang shop dyan hindi pa nag rereply wag kayong umorder dito kung ayaw nyo masira yung araw nyo walang pang refund daming hassle nagbayad naman ng walang ka hassle 'hassle !!!,1,
ang pangit nang amoy. swear. okay naman yung slipper. yung ang amoy ang sakit sa ulo at ilong. paano bato mawawala kahit ibabad sa detergent powder. ayaw.,1,
not good no good kulang ung item na pinadala saken.,1,
bilis naman sana ng delivery..kaya lng sobrang nakakalungkot kasi nakikita naman na may load naactivate na yung sim pero walang internet kahit connected naman..till now tlgang wala..anong klase ba naman simcard to..sa tagal ko ng lagi nag oorder ng gomo sim ngayon lng nagka ganito..,1,
di naman effective natanggalan lang ako ng eye lashes sayang pera,1,
anlayo sa picture bogus,1,
"local mas gusto ko pa bumili ng cologne mas mabango pa ang mga baby cologne, itoh parang tubig lang hindi ako satisfy",1,
unsatisfied you have to shake it for the glitter to spread kasi baba ba yung glitters pag di mo ginalaw or shini shake. parang tubig lang na nilagyan ng glitters,1,
hindi dumating order ko! nag bayad na ako thru gcash pero hindi dumating,1,
not working ano gagawin ko dito laspag na gamit na pinadala nyo saken cable lang npakinabangan,1,
low quality hindi naman photochromic yung eye glass . sobrang low quality ... di na ako uulit sa store na ito ... plastic lang ata yung glass ...baliktad pa pagka install ... not again ...,1,
ok i am so disappointed. wrong color na nga yung binigsy may pa freebie pero parang ilang taon tinago sa baol. napaka dumi ng shoes. ibanh color pa. sana nag update yung seller na walang available yung color na gusto ng customer hindi yung nagdisisyon lang,1,
i dont recommend this di sya pangmatagalan bilis magcharge mabilid malowbat or na chempo siguro sakin nabigay!,1,
"hindi amoy cloud katulad last time lol. hindi rin siya oil based, and hindi naglalast.",1,
"3/10 tamagal na nga dumating, mabilis pa masira. i'm really disappointed.",1,
ang tagal dumating cacancel kuna sana nag arrive sa hub tapo ang tagal nang move ment lagpas isang buwan kong inantay,1,
violet yung inorder ko plum. tas ibang kulay ang nasa loob ng violet? instead of medyo red/dark red is color pink yung nasa loob? unlike ng nakita ko sa posted pics and review photos dito! nakaka disappoint,1,
ang layo sa variation ng order ko 2l ang order ko 1l lang pinadala hindi sumusunod sa variation memah padala lang ano!!??? mali mali pa hayst!!! hassle mag balik noh!!!! dapat sa ssunod sumunod kayo sa order ng customer. kapag wala magsabi kayo!!!!!! pala desisyon naman kayo.,1,
maingay po ang item hindi po namin magamit. sayang naman po ang inorder ko. sana magreply po si seller don sa sinend ko na video. thank you,1,
pare-parehas ang amoy nasayang ang 800! lahat hindi kaamoy! do not buy ! i know thatt his is just a replication pero ang baho talaga!,1,
there are items that was not included and the seller wont even reply to my messages. sa sobrang mura ng product mapapamura ka na rin sa behavior ng seller. dont trust this seller. read the reviews.,1,
"so disappointed 2l ang in-order a bakit 1l lang dumating tapus iba sia sa picture?haist bibili panaman sana aq ng madami ng try lang aq ng isa kaso ito binigay sakin,nakaka dismaya naman.",1,
3/10 ok sana kaso napaka dali masira napaka dali nya mdamage hindi matibay sayang. better think twice if gagamitin nyo ito.,1,
"seller not recommended. wala man lang bubble wrap yung mismong box to protect the item, buti nlng gumana yung product. ipangreregalo sana kaso sira sira yung box. seller should be responsible sa maayos na pag wrap ng item. may basag din sa bandang taas ng item. will never buy again",1,
very pangit maganda ang packaging. kaso ang pangit nang item guyss. sana naamn ayusin niyo kasi pinaghihirapan ang perang binabayad sa inyo. makonsensya naman kayo. to tell the truth po . sira yung item niyo. at i'm very disappointed. ang tagal ko nang nag oorder sa shoppee pero now lang,1,
what you see is what you get very disappointed lang kasi parehas kaliwa yung pinadala sa akin.next time b4 ipapadala yung inorder ng mga customers nyo eh double check nyo naman sayang lang pera eh di rin magagamit kasi puro kaliwa ung pinadala,1,
wag n po kayo. mag order dito .nag order ko ako cellphone stand 5 psc kasi order saakin yun ng bayer's ko.pero 4 lpsc lng dumating,1,
order at your own risk sobrang clear,1,
pangit not recomended promise haha bumili nlng kayo nung iba wag na to,1,
"pangit at manipis ang tela di ko type kung pwede ko nga lngbibalik sa seller ibabalik ko, disappointed",1,
subra nipis ang linaw nman ng order ko large size.. pero pinadala nyo xl sinu mag susuot nito sana kung ndi avail ung size nag message man lang kau nakakainit ng ulo.. first tym ku mag rate ng ganito,1,
ang tagal na shippet out siguro dahil dalawamg piraso lang order ko pangit yung tela ng isa ang nipis at yung isa meduim nakalagay pero small sya bitin d gaya ng order ko dati na meduim sakto tlga sya pangit ang binigay nila ngayon salamat,1,
nakakadisappoint. anlalaki masyado. halos pang grade school na. hindi pangbaby. nakakainis. sana iniindicate ng maayos kung sa anong edad kasya. hindi naman pangbaby 'to e.,1,
i was disappointed w/ my 2nd order dinami kopa naman tsaka order ko light pink ! hindi tuloy pantay ung wall paper ng kwarto ko! i would never order here again!,1,
shiiiit..its not the correct size u send to me...gardemet...pra mk sale lang kyo???..ayusin nyo service nyo...,1,
walanq kwenta kunq pwde lanq 0 ibiqay kumita lanq khit makapanloko nq tao binili to pra mqmit nq anak ko tpos sura ipaddala nyo.kumikita ka sa praan na mali sna mkonsensta ka.nqsayanq nq pera sa store mo !!,1,
nakainis hindi akin umiilaw exited pa nman ako neto at di iilaw sayang lang pera ko i chech nyo nmn bago i ship at nanginginit ang electric fan na maliit at di siya gumana,1,
so where's the belt ? belt not included at the parcel pero binayaran ko so disappointed,1,
bulok dalawang item order ko tapos isa lang dumating!!! binayaran ko ng buo tangina nyo !!!,1,
scam scam! mali nmn pinadala ni seller!di mn lang ng inform bgo iship out bsta k lng pinadalhan kung anong gusto nila ipadala.paladesisyon yan! gamitin pa nmn nmin sa photoshoot ng gender reveal kya puti order ko tpos pinadala pink! kamote ka seller eh boy pa nmn baby namin. minadali,1,
silicon yung sa mid part pero nakakabadtrip yung hangin hina boss mas malakas yung tunog,1,
not good mali ang kulay maliit lng ang pagkatubigan order ko 2l pero 1l lng ang idinating skin,1,
"di naman po sya nag sa charge ,di po magagamit pag brown out",1,
madaling masira di nakaka ano ng eyelashes. waste of money lng,1,
2 liter order ko pero iba pinadala nyo napaka hussle pa namn mag return and refund... hindi nyo chinecheck bago nyo ipa ship nagmessage ako sa seller pero wala responce,1,
"may eyeliner akong order pero, nung dumating walang kasamang eyeliner. very poor customer service din. hindi sumasagot seller. will not order again",1,
ang layo ng items picture sa mismong product!! yes. goods na din dahil mura but still nanloloko pa din kayo ng tao and hnd yon tinotolorate,1,
poor (false advertisement not recommended 6 meters lang) inang yan 10 meters daw sinukat ko kasi duda ako 6 meters lang. di pa responsive ang seller wag kayo bumili dito. sinungaling sayang pera nyo hanap kayoniba.,1,
incomplete product!! tapos iniignore ka lang ng seller!!,1,
haysss kainis 2l yung inorder ko ang dumating ang liit tsk. ang tagal na nga dumating tas ganito pa. not recommended...,1,
totally useless... basag na..mahina pah..kaya pala mura,1,
"bumili ako ng tatlong mouse, lahat tumagal lang ng one week hindi na agad ganon napipindot yung left click. then yung keyboard dalawa binili ko. yung isa biak nung dumating saken then yung performance ay napaka poor. di sya pang gaming, siguro pang office pwede pa. not recommended this",1,
order ko camel khaki hindi black !! medyo disappointed . hindi naman black ang order ko e . pero black ang dumating . kung wala na yung color magmessage. para di naman nakakadisappoint . sana magtagal to . yun lang,1,
green ang order ko black ang dumating pero green ang box.disappointed. first time may nagkamaling order sakin from shopee.,1,
ang layo sa amoy ng cloud as in ang layo.. wala manlang resemblance. ang sakit pa sa ulo ng amoy. i mean in-spray ko sya and amoy sweet sya tapos iniintay ko na mag build up yung prang coconut vanilla butter na amoy nya pero waley.,1,
"dalawa lang naibang kulay tapos sobrang tagal sa warehouse. took 14 days bago ma deliver! grabe yung jnt, dapat palitan na sila, ibalik yung ninjavan",1,
"pangit, mag ipon kayo para worth it yung mabili niyo na version, sira agad tsaka mahina hangin. price for its quality talaga.",1,
"hello seller,. sana bago niyo ipadala chinecheck niyo muna ang item para di nman po sayang perang ipinambibili namin sa product. kayo na po humusga sa product na ipinadala niyo sakin. excited pa naman anak ko sa pagdating nito..kinulit ko pa kayo sa chat..haysst..",1,
no good dumating ng sira. dami pang process sa refund.,1,
im dissapointed. maganda naman sana yung quality pero bakit may gasgas yung sakin? merong line sa glasses nya at yung handler hindi pantay.. seller beke nemen po.,1,
not good panget dumating saken .. 12pcs walang tape yung kabila .. nadayang lang tapos iba madumi pa. .. panget ..di na ko oorder dito.. sayang lang. .. di ko napicture itinapon ko na kase agad sa sobrang asar ko sa diaper na pinadala nyo .dapt check nyo din items,1,
sira na agad ung item after 3x ng pag gamit?nakaka dissapoint naman.pano to ma rerefund or replace?,1,
basag yung isang item. yung isa naman may dent. im so disappointed!,1,
very poor .akala ko pouch pero hindi ..fake yan .wag kayo oorder dito ..halagang 99 sticker lng binigay .grabe,1,
panget ng mga product dto. mali mali binibigay!! nakakadisappoint!! sa iba naalng kayo bumili kesa magsayang ng pera dito,1,
i ordered a bigger size. yes it’s useable but still it’s the wrong size. sellers should be held accountable for things like this. also the fact that i have to take my time to do this for their incompetence? and i dont care if cheap lang yung items. kasalanan nila,1,
wrong size...tapos mag drop off pa ako sa j and t para ma return..ang mahal ng pamasahe...jusko...binenta ko na lang sa iba para di na ako maabala...,1,
ang panget ng item na ibigay sa akin. sira. sna po qng my sira item ninyo wag na po ninyo ibigay sa costumer ninyo. thank you. god bless,1,
di nakakatuwa. apat na lahat ng mouse pad ko galing sa seller. di man lang ngconsider si seller sa binili kong mouse pad yung laman ng pouch mouse pad din. tapos yung 2 order ko pang mystery bos mouse pad din. tapos 2 designs lang ayun apat lahat.,1,
ang pangit ng cutting may mga butas pa..tapos hingi ako ng refund ako pa mgbabayad ng sf ang mahal kaya ng sf ng lbc dito wlang iba...bakit gnun tayo pa mga buyer yung mahahassle upon returning eh hindi n mn natin ksalanan na damaged yung pinadala!,1,
"hello, rose red yung inorder ko bakit pink pinadala..",1,
my dent at deform at sira ung box kahit nk bubble wrap my mga gasgas din hnd lng kita sa pictures,1,
not satisfied hindi nmn gumagana nag turn on yung lights pero paggagamitin d mn lng mkakuha ng hair tsk,1,
defective ung nabigay sakin kasi d na ooff kht ilang pindot na.tapos amoy sunog pag chinarge.sayang lang kc d nmn magagamit.kkdeliver lng 2 hrs ago.,1,
damaged. it's making a noise pag naka on. hassle pa kung irereturn.,1,
"sorry seller pero poor rate ang mabibigay ko, may defect ang fan na received ko at poor ang packaging.",1,
"ang baho bat ganon kasabwat niyo ba tong mga nagrereview bat ang baho parang alcohol nakakainis parang alcohol ang baho sobra ang sakit sa ulo parang tubig at alcohol ano ba naman to! kasabwat niyoba yang mga nagrereview jusko dapat talaga cancel order ko na to, para kayong nakakaloko!",1,
not beautiful nahihinayang ako sa binili kong item sa shop nyo..yung inorder ko hindi tugma sa item na dumating sa akin grabi. naka disappoint kayo.tapos ang wala pang guide kung paano ayosin ang straw sa thumbler. tapos yung kulay hindi tugma sa inorder ko .hindi ito ang hindi ko ito,1,
"nakakainis mali naman yung binigay nyo, sana kung anu yung order sa inyo bigay nyo ng tama, 2l green purple ang order ko, ang dumating 1l nakakadala kayo nagbabayad naman ng tama",1,
"poor packaging, nagasgas tuloy ung bandang gilid.. next time seller pakiayos naman ang packaging nyo, ang dami ko pa namang binili at umabot ng 1k mahigit pero ung pagkakapackage, masisira pa ung product. definitely will not order again kasi sa packaging..",1,
bench yung inorder ko tapos h&m ang dumating wrong item po wag na lang kayo bumili aasa ka sa wrong product,1,
"very bad okay naman sana kausap yung seller kaso ang unreasonable lang ng ibibigay sayo refund , binili mo almost 300 tapos ibibigay lang sayo 80 mas malaki pa ata shipping fee sa 80 pesos. wag na kayo bumili dito ekis mga badi mababadtrip ka lang. triny ko na din",1,
"panget sira yung dumating sakin at ang ingay pa , madali din masira yung button at tyka hindi udjustuble",1,
items are lacking and i was not refunded kahit na kinontak ko na both seller and and shopee. may status na refunded na pero hindi nag reflect sa aking spaylater,1,
seller bakit same color lahat nakakdismaya .. available pa lahat nilagay ni tapos ang e dinilever mali tsssk,1,
4 na xxl order. deniliver 1pc l 2 xl. hindi lahat kasya kahit pala xxl maliit din. pang mapayat lang kasya. hindi ko na binalik kasi abala. nag message pa ako. na wag na deliver kung di xxl kasi nga matataba kami. wala kasi ako nung deniliver. mali yung mga,1,
"before i finalized my order i asked the seller kung available lahat ng sizes of the shoes then she responded immediately na meron daw. please please... do not trust this seller, she sends me 2 shoes na hindi kapareho nang nasa picture na inorder ko. ang pangit ng mga ipinalit",1,
di maayos yung pagka package nila kaya masisira talaga yung product and wala man lang nakalagay na fragile. sayang lang pera dito. mag invest na lang kayo sa mas okay na ring light.,1,
"tagal dumating ng item and pagdating saken defective sya, na detach yung mismong led strip sa connector, so i have to cut and soldered pa para gumana. i dont know kung sino ang may fault yung courier ba o si seller, maayos naman yung package nung dumating, so baka faulty",1,
would not recommend.. mabango naman sha pero d masyadong naaamoy unless issniff mo talaga sa sprinayan mo.. mura na din sha for this big na bottle kaya 6/10,1,
newborn daming reject... d rin responsive ang seller.... halos wlang magamit..... meron p prang luma...kulot lukot ung iba ung iba wlng tape... ung iba wlng garter . d ko na napicturan ung iba dahil busy ako sa baby ko ....,1,
"sobrang higpit ng pagkaka pack kaya na pipi na ung wipes ending nabasa un perfume bag, san binikod sa bubble wrap na di ksama un wipes. chinat ko si seller regarding this bago ako mag rate kaso walang reply tlaga.",1,
"so far diko nagustuhan daming luma na ipinadala.. yung white dirty white na , kulang kulang pa yung green 20pcs. 8 lang dumating kaya bitin yong door ko di naayos nang mabuti.. yung cutting diko maintindihan.",1,
hindi naman color na dumating ee burgande ang aking order ang dumating orange,1,
"im disappointed because the perfume is not what i have ordered.. i ordered ariana grande cloud perfume oil based tas 51 , pero iba dumating.. oo cloud sya pero 22 at 42 ang number sa ibaba.. iba ang amoy.. nagkamali ang dinikitan nyo ng sticker ng cloud.. i waited for",1,
actually iba ineexpect ko na laman kaso lukot ung box the seller is careless for the item sana d ganito mangyari sa ibang umorder,1,
"sub standard dumating sakin na basag yung case ring light. wala sa loob ng box yung basag na part meaning hindi sa shipping nabasag. pinack nila basag na. sinabe ko agad problem, nag offer sila mag refund via gcash ng 25. until now wala pa din narefund. puro ifollow up",1,
d chineck ng maayos ung item ang daming flaws lalo sa straps d matibay,1,
"wag kayong bibili dito sa shop na to.scammers!!!! sobrang bulok ng tablet na binibenta nila ayaw pa ipareturn di pa mabait ang seller kausap. 2023 na nanloloko pa rin ng tao di na nahiya.waggl kayong bibili kung may rating lang na zero yan bagay sa shop na to, sa tagal",1,
ok baguhin ko rate ko nkadidismya nmn dito sa shop n to tama number ng order ko nka lgay sa itaas !!now ko lng napansin nung my ng palgay sakin n customer !!!ung iba mgkakamukha ng kulay ...dinikit nyo lng ata mga number nto .sayang binayad ko .....,1,
poor poor quality maninipis mga items. mukang madali masira. i also received the items with wrong colors pa. sana nagiinform muna si seller bago ipadala. wala man lang bubble wrap or anything mga items sinalpak lang sa pouch kaya deform lahat. for the sake na makabenta lang. sayang lang pera,1,
brown ang dumating sakin hnd pink..pink lng yung lagayan..,1,
"lcd issue one day palang ginagamit may issue na sa lcd. we would like to request for a replacement unit. thank you. one month later, we still don’t have our replacement unit. we already returned the defective tablet. they are also asking us to change our rating to 5 stars",1,
expectation vs. reality ibalik nyo ung excess pera namin pitong 2liters order ko tapos pitong 1100ml lang??? assorted color order tapos dumating dlwang color lang na iba pa ang design??? ayusin nyo sana ung pagpapack nyo icheck nyo naman po sana bago ipadala. sayang lang pera e.,1,
im not satisfied s dumating n bra s akin nd yon order ko at iba yong kulay,1,
madaling masira ang dami na ng msg ko sa inyo hindi kayu nagrereply kulang ang item na ipinadala ninyo i do not recommend this shop hindi marunong mag reply sa customer nila. ang pangit ng service nyo kulang mga items na pinapadala nyo pag marami ang order!!!!!,1,
not good wala tape paano magagamit matagal na nga ideliver di pa magagamit,1,
"iba ang dumating, taslan yung dumating ,ndi cotton ..nubayan, very disappointed",1,
panget di nagchacharge at di sumisignal,1,
luging-lugi! nag order ako ng dalawang mystery items tas dalawang lumang mouse pad lang laman. wag na kayo rito gahaman,1,
not working hindi nag chacharge!!samantalang chinarge ko na po ng 3 hours di pa rin po gumagana!sa una akala ko charger lng po may problema so nag try akong ng ibang charger tas nag wait ako ng 3 hours ayaw padin gumana.pero nung tinesting ko yung dalawang charger gumagana naman.yung,1,
sobrang tagal bago dumating yung item april pa inorder may 16 na dumating isang buwan din mahigit hindi ko pa sya natry kung water proof nga haissst,1,
punit punit naman di maayos ang pag package tas manipis,1,
5/10 tatlo yung binili since affordable naman gumagana naman sa music pero yung sa mouthpiece hindi! un pa naman sana ang main reason ko why i order this earphones tapos palpak!,1,
nakakadismaya po..ang kabilang headset hindi po gumagana...pwedi ba e return at papapalitan??,1,
waste of money sayang pera wag kayo bumili dito. di ka pa papansinin ng seller pag may issue!!! isang araw lang gumana pagkatapos wala na!!! waste of money never again sa shop na to !!!!,1,
"triny ko hehe, dumidikit sa balat ko yung kulay kahit napunasan kona. uminom ako sa baso dumidikit din. tapos hindi pa long lasting, wala pa yung parang kutsara niya hays, super disappointed. excited pa naman ako kasi maputla ako",1,
"anu na ho balita reply naman dyanuso mag reply may kamay nman po kau cguro hindi ko po pinulot ung pera,thanks po",1,
"ang order ko black na f94 angnnilagy ng seller white, and d nag inforn sa akin.",1,
0/10 panget ang sounds and wala mic pg may kausap dika naririnig.,1,
nag leak ung perfume .. sana binalot ng ayos tsk tsk,1,
"bat naka ""order received"" na e wala pa sakin yung order ko?",1,
wala yung usb .. wala din bubble wrap.. yupi ang kahon. ayaw mag charge! nag bili pa naman ako kasi walang usb line na kasama kaso ayaw din gumana.. paki check nmn product nyo bago iship!,1,
not good kulang naman ung binigay walang ballpen nag send pa ng pic ng ballpen d naman isasama sa packaging hyst chinachat ko seller ayaw mag reply order sana ako ulit para mapadala ung ballpen ayaw mag reply na scam ako don ah sayang pera pls ausin nyo ung services,1,
ang dumi grabe nabwibwisit ako okay naman yung hangin pero ang dumi dumi ng fan na dumating sakin parang antagal na naka stock or naka display yung pinadala sakin nakakainis lang nagbayad ako ng buo at tama pero ganito item na marereceive ko,1,
"seriously? nasa description niyo 2l , tas dumating 1l .ayaw pa ma chat ang seller .kahit 1 star di mo deserve",1,
panget di gumagana mouth piece pagkalapag ko nasira agad isang earphone,1,
magkaiba ang connection nung nabili ko hindi siya sabay tumunog one at time lang. maganda na sana kaso di sya sabay tumunog,1,
iba yung na deliver na nasa picture. nakaka ! first time ko na disappoint sa order ko ol.,1,
sabe standard daw size smaller size naman pala sabihin mo mag add ng 1 size and for me hnd maganda quality para sa presyo.,1,
kulang na ng isa tapos same same pa mga design na binigay ayusin niyo trabaho niyo! nasan yung white strawberry order ko?!,1,
"huwag na kayong mag settle sa mababang price, ang chaka ng quality pls",1,
"na tatanggal agad wag kang sinungaling seller. di po maganda sa business yan! instead of 10m as advertised, 5-6m lang sya!!! di pa maganda packaging. di tulad sa mga nauno kong order sa ibang shop. tunay ngang don't settle for less!!!",1,
basag po un item inedit ko un rating kc hindi akin un item pnkakisuyo lng skin .. ngyon lng nya na open and sadly basag cya...sna marefund pa nmin sayang ang pera..,1,
"panget nung payong nato mahal pa! pink ang inorder ko , dalawang black ang dumating???? wag po kaung mgpost ng mga color kung wala pala kau? dapat cnbi nio na lang black lahat ng payong nio, hay naku, scam n nman ako! wag po kaung bumili dito sa seller",1,
"maling items ang pinadala, mas mahal un binayaran ko. hassle mag refund so ginamit ko nalang sa ibang place.",1,
"5/10 hindi sya ganun ka effective once na pinahid s lips, mabilis mawala ung color,tas mainit ung ramdam s lips.",1,
yung boxer lang ang katulad sa mga picture pero the rest ibang iba hindi na ko oorder. kung pwede lang walang star ang ibigay sa inyo hahaha,1,
mali nmn po yong dumating sira pa maka disappointed po,1,
white yung inorder ko black yung dumating hindi ata alam ng seller kung ano ang black at white na kulay,1,
"wag na wag kayo umorder dito, ang seller walang kunsidreasyon..pina cancel ko ang order gawa nga ng mali ang size pero dnedma nya at ipina ship parin regarding sa quality d maganda ang nipis",1,
"kaloka ka seller , hirap mo kausap hahahah sabi ko black n white pero puro black to ekiss na kayo !",1,
